Entity,Code,Date,people_vaccinated_per_hundred
Mississippi,,2021-03-04,15.01
Mississippi,,2021-03-05,15.5
Mississippi,,2021-03-06,16.11
Mississippi,,2021-03-07,16.72
Mississippi,,2021-03-08,17.02
Mississippi,,2021-03-09,17.11
Missouri,,2021-01-12,1.76
Missouri,,2021-01-13,1.76
Missouri,,2021-01-14,2.37
Missouri,,2021-01-15,2.5
Missouri,,2021-01-19,3.09
Missouri,,2021-01-20,3.16
Missouri,,2021-01-21,3.34
Missouri,,2021-01-22,3.55
Missouri,,2021-01-23,3.61
Missouri,,2021-01-24,3.96
Missouri,,2021-01-25,4.21
Missouri,,2021-01-26,4.27
Missouri,,2021-01-27,4.51
Missouri,,2021-01-28,4.8
Missouri,,2021-01-29,5.1
Missouri,,2021-01-30,5.1
Missouri,,2021-01-31,5.55
Missouri,,2021-02-01,5.79
Missouri,,2021-02-02,5.85
Missouri,,2021-02-03,6.05
Missouri,,2021-02-04,6.33
Missouri,,2021-02-05,6.73
Missouri,,2021-02-06,7.31
Missouri,,2021-02-07,7.78
Missouri,,2021-02-08,7.99
Missouri,,2021-02-09,8.03
Missouri,,2021-02-10,8.27
Missouri,,2021-02-11,8.55
Missouri,,2021-02-12,8.75
Missouri,,2021-02-13,9.65
Missouri,,2021-02-14,9.99
Missouri,,2021-02-16,10.28
Missouri,,2021-02-17,10.39
Missouri,,2021-02-18,10.54
Missouri,,2021-02-19,11.55
Missouri,,2021-02-20,11.8
Missouri,,2021-02-21,12.01
Missouri,,2021-02-22,12.14
Missouri,,2021-02-23,12.18
Missouri,,2021-02-24,12.38
Missouri,,2021-02-25,12.58
Missouri,,2021-02-26,13.08
Missouri,,2021-02-27,13.59
Missouri,,2021-02-28,13.61
Missouri,,2021-03-01,14.57
Missouri,,2021-03-02,14.68
Missouri,,2021-03-03,15.02
Missouri,,2021-03-04,15.41
Missouri,,2021-03-05,15.86
Missouri,,2021-03-06,16.36
Missouri,,2021-03-07,16.87
Missouri,,2021-03-08,16.74
Missouri,,2021-03-09,16.92
Montana,,2021-01-12,2.89
Montana,,2021-01-13,2.98
Montana,,2021-01-14,3.66
Montana,,2021-01-15,3.85
Montana,,2021-01-19,4.42
Montana,,2021-01-20,4.5
Montana,,2021-01-21,4.72
Montana,,2021-01-22,5.09
Montana,,2021-01-23,5.55
Montana,,2021-01-24,5.85
Montana,,2021-01-25,5.92
Montana,,2021-01-26,5.94
Montana,,2021-01-27,6.15
Montana,,2021-01-28,6.37
Montana,,2021-01-29,6.69
Montana,,2021-01-30,7.06
Montana,,2021-01-31,7.45
Montana,,2021-02-01,7.54
Montana,,2021-02-02,7.62
Montana,,2021-02-03,7.85
Montana,,2021-02-04,8.14
Montana,,2021-02-05,8.57
Montana,,2021-02-06,9.02
Montana,,2021-02-07,9.47
Montana,,2021-02-08,9.58
Montana,,2021-02-09,9.63
Montana,,2021-02-10,9.92
Montana,,2021-02-11,10.22
Montana,,2021-02-12,10.8
Montana,,2021-02-13,11.42
Montana,,2021-02-14,11.94
Montana,,2021-02-16,12.25
Montana,,2021-02-17,12.43
Montana,,2021-02-18,12.76
Montana,,2021-02-19,14.78
Montana,,2021-02-20,15.12
Montana,,2021-02-21,15.48
Montana,,2021-02-22,15.7
Montana,,2021-02-23,15.83
Montana,,2021-02-24,15.96
Montana,,2021-02-25,16.22
Montana,,2021-02-26,16.69
Montana,,2021-02-27,17.12
Montana,,2021-02-28,17.58
Montana,,2021-03-01,17.79
Montana,,2021-03-02,17.84
Montana,,2021-03-03,18.13
Montana,,2021-03-04,18.58
Montana,,2021-03-05,19.11
Montana,,2021-03-06,19.62
Montana,,2021-03-07,20.21
Montana,,2021-03-08,20.51
Montana,,2021-03-09,20.65
Nebraska,,2021-01-12,3.41
Nebraska,,2021-01-13,3.57
Nebraska,,2021-01-14,3.73
Nebraska,,2021-01-15,4.02
Nebraska,,2021-01-19,4.6
Nebraska,,2021-01-20,4.71
Nebraska,,2021-01-21,4.9
Nebraska,,2021-01-22,5.15
Nebraska,,2021-01-23,5.36
Nebraska,,2021-01-24,5.68
Nebraska,,2021-01-25,5.72
Nebraska,,2021-01-26,5.75
Nebraska,,2021-01-27,5.9
Nebraska,,2021-01-28,6.04
Nebraska,,2021-01-29,6.21
Nebraska,,2021-01-30,6.48
Nebraska,,2021-01-31,6.88
Nebraska,,2021-02-01,6.94
Nebraska,,2021-02-02,6.97
Nebraska,,2021-02-03,7.15
Nebraska,,2021-02-04,7.32
Nebraska,,2021-02-05,7.63
Nebraska,,2021-02-06,8.12
Nebraska,,2021-02-07,8.45
Nebraska,,2021-02-08,8.53
Nebraska,,2021-02-09,8.57
Nebraska,,2021-02-10,8.74
Nebraska,,2021-02-11,8.93
Nebraska,,2021-02-12,9.28
Nebraska,,2021-02-13,9.75
Nebraska,,2021-02-14,10.11
Nebraska,,2021-02-16,10.27
Nebraska,,2021-02-17,10.4
Nebraska,,2021-02-18,10.69
Nebraska,,2021-02-19,12.16
Nebraska,,2021-02-20,12.62
Nebraska,,2021-02-21,13.03
Nebraska,,2021-02-22,13.37
Nebraska,,2021-02-23,13.76
Nebraska,,2021-02-24,14.06
Nebraska,,2021-02-25,14.56
Nebraska,,2021-02-26,15.2
Nebraska,,2021-02-27,15.24
Nebraska,,2021-02-28,16.06
Nebraska,,2021-03-01,16.11
Nebraska,,2021-03-02,16.41
Nebraska,,2021-03-03,16.74
Nebraska,,2021-03-04,17.2
Nebraska,,2021-03-05,17.82
Nebraska,,2021-03-06,17.83
Nebraska,,2021-03-07,18.42
Nebraska,,2021-03-08,19.2
Nebraska,,2021-03-09,20.04
Nevada,,2021-01-12,1.02
Nevada,,2021-01-13,1.02
Nevada,,2021-01-14,2.02
Nevada,,2021-01-15,2.2
Nevada,,2021-01-19,2.77
Nevada,,2021-01-20,2.89
Nevada,,2021-01-21,3.11
Nevada,,2021-01-22,3.42
Nevada,,2021-01-23,3.74
Nevada,,2021-01-24,4.2
Nevada,,2021-01-25,4.44
Nevada,,2021-01-26,4.58
Nevada,,2021-01-27,4.85
Nevada,,2021-01-28,5.44
Nevada,,2021-01-29,5.84
Nevada,,2021-01-30,6.21
Nevada,,2021-01-31,6.68
Nevada,,2021-02-01,6.88
Nevada,,2021-02-02,6.96
Nevada,,2021-02-03,7.69
Nevada,,2021-02-04,7.93
Nevada,,2021-02-05,8.21
Nevada,,2021-02-06,8.57
Nevada,,2021-02-07,8.75
Nevada,,2021-02-08,9.03
Nevada,,2021-02-09,9.16
Nevada,,2021-02-10,9.46
Nevada,,2021-02-11,9.72
Nevada,,2021-02-12,10.02
Nevada,,2021-02-13,10.34
Nevada,,2021-02-14,10.64
Nevada,,2021-02-16,10.92
Nevada,,2021-02-17,11.06
Nevada,,2021-02-18,11.25
Nevada,,2021-02-19,12.37
Nevada,,2021-02-20,12.79
Nevada,,2021-02-21,12.99
Nevada,,2021-02-22,13.17
Nevada,,2021-02-23,13.31
Nevada,,2021-02-24,13.45
Nevada,,2021-02-25,13.73
Nevada,,2021-02-26,14.03
Nevada,,2021-02-27,14.35
Nevada,,2021-02-28,14.69
Nevada,,2021-03-01,15.04
Nevada,,2021-03-02,15.18
Nevada,,2021-03-03,15.37
Nevada,,2021-03-04,15.69
Nevada,,2021-03-05,16.18
Nevada,,2021-03-06,16.7
Nevada,,2021-03-07,17.29
Nevada,,2021-03-08,17.51
Nevada,,2021-03-09,17.69
New Hampshire,,2021-01-12,0.85
New Hampshire,,2021-01-13,0.94
New Hampshire,,2021-01-14,3.96
New Hampshire,,2021-01-15,4.18
New Hampshire,,2021-01-19,4.74
New Hampshire,,2021-01-20,4.95
New Hampshire,,2021-01-21,5.17
New Hampshire,,2021-01-22,5.37
New Hampshire,,2021-01-23,5.63
New Hampshire,,2021-01-24,5.88
New Hampshire,,2021-01-25,5.93
New Hampshire,,2021-01-26,5.99
New Hampshire,,2021-01-27,6.24
New Hampshire,,2021-01-28,6.52
New Hampshire,,2021-01-29,6.79
New Hampshire,,2021-01-30,7.07
New Hampshire,,2021-01-31,7.25
New Hampshire,,2021-02-01,7.36
New Hampshire,,2021-02-02,7.6
New Hampshire,,2021-02-03,7.65
New Hampshire,,2021-02-04,7.95
New Hampshire,,2021-02-05,8.28
New Hampshire,,2021-02-06,8.57
New Hampshire,,2021-02-07,8.79
New Hampshire,,2021-02-08,8.81
New Hampshire,,2021-02-09,8.91
New Hampshire,,2021-02-10,9.23
New Hampshire,,2021-02-11,9.62
New Hampshire,,2021-02-12,9.95
New Hampshire,,2021-02-13,10.38
New Hampshire,,2021-02-14,10.79
New Hampshire,,2021-02-16,11.12
New Hampshire,,2021-02-17,11.18
New Hampshire,,2021-02-18,11.55
New Hampshire,,2021-02-19,12.24
New Hampshire,,2021-02-20,12.63
New Hampshire,,2021-02-21,13.17
New Hampshire,,2021-02-22,13.59
New Hampshire,,2021-02-23,13.98
New Hampshire,,2021-02-24,14.39
New Hampshire,,2021-02-25,14.86
New Hampshire,,2021-02-26,15.27
New Hampshire,,2021-02-27,15.89
New Hampshire,,2021-02-28,16.54
New Hampshire,,2021-03-01,16.76
New Hampshire,,2021-03-02,17.12
New Hampshire,,2021-03-03,17.61
New Hampshire,,2021-03-04,18.15
New Hampshire,,2021-03-05,18.59
New Hampshire,,2021-03-06,19.18
New Hampshire,,2021-03-07,19.8
New Hampshire,,2021-03-08,20.76
New Hampshire,,2021-03-09,21.31
New Jersey,,2021-01-12,2.33
New Jersey,,2021-01-13,2.66
New Jersey,,2021-01-14,2.65
New Jersey,,2021-01-15,3.14
New Jersey,,2021-01-19,3.99
New Jersey,,2021-01-20,4.29
New Jersey,,2021-01-21,4.29
New Jersey,,2021-01-22,4.58
New Jersey,,2021-01-23,4.93
New Jersey,,2021-01-24,5.28
New Jersey,,2021-01-25,5.54
New Jersey,,2021-01-26,5.65
New Jersey,,2021-01-27,5.97
New Jersey,,2021-01-28,6.28
New Jersey,,2021-01-29,6.94
New Jersey,,2021-01-30,7.31
New Jersey,,2021-01-31,7.54
New Jersey,,2021-02-01,7.66
New Jersey,,2021-02-02,7.85
New Jersey,,2021-02-03,7.93
New Jersey,,2021-02-04,7.93
New Jersey,,2021-02-05,8.16
New Jersey,,2021-02-06,8.91
New Jersey,,2021-02-07,9.15
New Jersey,,2021-02-08,9.26
New Jersey,,2021-02-09,9.58
New Jersey,,2021-02-10,9.95
New Jersey,,2021-02-11,10.26
New Jersey,,2021-02-12,10.6
New Jersey,,2021-02-13,10.93
New Jersey,,2021-02-14,11.18
New Jersey,,2021-02-16,11.69
New Jersey,,2021-02-17,12.02
New Jersey,,2021-02-18,12.42
New Jersey,,2021-02-19,12.83
New Jersey,,2021-02-20,13.03
New Jersey,,2021-02-21,13.2
New Jersey,,2021-02-22,13.32
New Jersey,,2021-02-23,13.57
New Jersey,,2021-02-24,13.83
New Jersey,,2021-02-25,14.17
New Jersey,,2021-02-26,14.6
New Jersey,,2021-02-27,15.01
New Jersey,,2021-02-28,15.42
New Jersey,,2021-03-01,15.68
New Jersey,,2021-03-02,16.38
New Jersey,,2021-03-03,16.86
New Jersey,,2021-03-04,17.46
New Jersey,,2021-03-05,18.02
New Jersey,,2021-03-06,18.57
New Jersey,,2021-03-07,18.97
New Jersey,,2021-03-08,19.99
New Jersey,,2021-03-09,20.51
New Mexico,,2021-01-12,2.07
New Mexico,,2021-01-13,2.19
New Mexico,,2021-01-14,3.5
New Mexico,,2021-01-15,3.82
New Mexico,,2021-01-19,5.36
New Mexico,,2021-01-20,5.54
New Mexico,,2021-01-21,5.86
New Mexico,,2021-01-22,6.21
New Mexico,,2021-01-23,7.1
New Mexico,,2021-01-24,7.76
New Mexico,,2021-01-25,7.94
New Mexico,,2021-01-26,8.18
New Mexico,,2021-01-27,8.4
New Mexico,,2021-01-28,8.6
New Mexico,,2021-01-29,9.02
New Mexico,,2021-01-30,9.32
New Mexico,,2021-01-31,9.78
New Mexico,,2021-02-01,10.12
New Mexico,,2021-02-02,10.2
New Mexico,,2021-02-03,10.45
New Mexico,,2021-02-04,10.7
New Mexico,,2021-02-05,11.06
New Mexico,,2021-02-06,11.47
New Mexico,,2021-02-07,11.7
New Mexico,,2021-02-08,11.97
New Mexico,,2021-02-09,12.09
New Mexico,,2021-02-10,12.31
New Mexico,,2021-02-11,12.6
New Mexico,,2021-02-12,12.99
New Mexico,,2021-02-13,13.2
New Mexico,,2021-02-14,13.67
New Mexico,,2021-02-16,14.34
New Mexico,,2021-02-17,14.44
New Mexico,,2021-02-18,14.62
New Mexico,,2021-02-19,18.1
New Mexico,,2021-02-20,18.44
New Mexico,,2021-02-21,18.83
New Mexico,,2021-02-22,19.07
New Mexico,,2021-02-23,19.3
New Mexico,,2021-02-24,19.44
New Mexico,,2021-02-25,19.83
New Mexico,,2021-02-26,20.41
New Mexico,,2021-02-27,20.98
New Mexico,,2021-02-28,21.76
New Mexico,,2021-03-01,21.89
New Mexico,,2021-03-02,22.12
New Mexico,,2021-03-03,22.52
New Mexico,,2021-03-04,22.71
New Mexico,,2021-03-05,23.36
New Mexico,,2021-03-06,24.23
New Mexico,,2021-03-07,24.59
New Mexico,,2021-03-08,25.8
New Mexico,,2021-03-09,26
New York State,,2021-01-12,2.79
New York State,,2021-01-13,3.02
New York State,,2021-01-14,3.17
New York State,,2021-01-15,3.45
New York State,,2021-01-19,4.55
New York State,,2021-01-20,4.76
New York State,,2021-01-21,5.05
New York State,,2021-01-22,5.39
New York State,,2021-01-23,5.69
New York State,,2021-01-24,6.03
New York State,,2021-01-25,6.25
New York State,,2021-01-26,6.4
New York State,,2021-01-27,6.61
New York State,,2021-01-28,6.79
New York State,,2021-01-29,6.99
New York State,,2021-01-30,7.29
New York State,,2021-01-31,7.58
New York State,,2021-02-01,7.77
New York State,,2021-02-02,7.92
New York State,,2021-02-03,8.03
New York State,,2021-02-04,8.1
New York State,,2021-02-05,8.28
New York State,,2021-02-06,8.54
New York State,,2021-02-07,8.85
New York State,,2021-02-08,9.09
New York State,,2021-02-09,9.23
New York State,,2021-02-10,9.43
New York State,,2021-02-11,9.61
New York State,,2021-02-12,9.81
New York State,,2021-02-13,10.07
New York State,,2021-02-14,10.32
New York State,,2021-02-16,10.81
New York State,,2021-02-17,11
New York State,,2021-02-18,11.19
New York State,,2021-02-19,11.8
New York State,,2021-02-20,12
New York State,,2021-02-21,12.18
New York State,,2021-02-22,12.38
New York State,,2021-02-23,12.51
New York State,,2021-02-24,12.63
New York State,,2021-02-25,12.8
New York State,,2021-02-26,13.02
New York State,,2021-02-27,13.34
New York State,,2021-02-28,13.87
New York State,,2021-03-01,14.31
New York State,,2021-03-02,14.84
New York State,,2021-03-03,15.24
New York State,,2021-03-04,15.73
New York State,,2021-03-05,16.26
New York State,,2021-03-06,16.96
New York State,,2021-03-07,17.72
New York State,,2021-03-08,18.35
New York State,,2021-03-09,18.77
North Carolina,,2021-01-12,1.8
North Carolina,,2021-01-13,2.18
North Carolina,,2021-01-14,2.22
North Carolina,,2021-01-15,2.48
North Carolina,,2021-01-19,3.3
North Carolina,,2021-01-20,3.52
North Carolina,,2021-01-21,3.87
North Carolina,,2021-01-22,4.29
North Carolina,,2021-01-23,4.74
North Carolina,,2021-01-24,5.26
North Carolina,,2021-01-25,5.62
North Carolina,,2021-01-26,5.83
North Carolina,,2021-01-27,5.99
North Carolina,,2021-01-28,6.95
North Carolina,,2021-01-29,6.96
North Carolina,,2021-01-30,7.27
North Carolina,,2021-01-31,7.64
North Carolina,,2021-02-01,7.81
North Carolina,,2021-02-02,7.81
North Carolina,,2021-02-03,8.16
North Carolina,,2021-02-04,8.35
North Carolina,,2021-02-05,8.6
North Carolina,,2021-02-06,8.96
North Carolina,,2021-02-07,9.34
North Carolina,,2021-02-08,9.53
North Carolina,,2021-02-09,9.59
North Carolina,,2021-02-10,9.85
North Carolina,,2021-02-11,10.01
North Carolina,,2021-02-12,10.26
North Carolina,,2021-02-13,10.63
North Carolina,,2021-02-14,11.12
North Carolina,,2021-02-16,11.43
North Carolina,,2021-02-17,11.67
North Carolina,,2021-02-18,11.81
North Carolina,,2021-02-19,12.77
North Carolina,,2021-02-20,12.91
North Carolina,,2021-02-21,13.1
North Carolina,,2021-02-22,13.21
North Carolina,,2021-02-23,13.25
North Carolina,,2021-02-24,13.41
North Carolina,,2021-02-25,13.58
North Carolina,,2021-02-26,14.01
North Carolina,,2021-02-27,14.52
North Carolina,,2021-02-28,15.2
North Carolina,,2021-03-01,15.59
North Carolina,,2021-03-02,15.7
North Carolina,,2021-03-03,16.08
North Carolina,,2021-03-04,16.34
North Carolina,,2021-03-05,16.46
North Carolina,,2021-03-06,16.97
North Carolina,,2021-03-07,17.41
North Carolina,,2021-03-08,17.53
North Carolina,,2021-03-09,17.72
North Dakota,,2021-01-12,4.42
North Dakota,,2021-01-13,4.5
North Dakota,,2021-01-14,4.63
North Dakota,,2021-01-15,5.05
North Dakota,,2021-01-19,6.25
North Dakota,,2021-01-20,6.34
North Dakota,,2021-01-21,6.43
North Dakota,,2021-01-22,6.69
North Dakota,,2021-01-23,7.02
North Dakota,,2021-01-24,7.37
North Dakota,,2021-01-25,7.61
North Dakota,,2021-01-26,7.63
North Dakota,,2021-01-27,7.7
North Dakota,,2021-01-28,7.89
North Dakota,,2021-01-29,8.37
North Dakota,,2021-01-30,8.78
North Dakota,,2021-01-31,9.29
North Dakota,,2021-02-01,9.39
North Dakota,,2021-02-02,9.41
North Dakota,,2021-02-03,9.53
North Dakota,,2021-02-04,9.76
North Dakota,,2021-02-05,10.28
North Dakota,,2021-02-06,10.75
North Dakota,,2021-02-07,11.22
North Dakota,,2021-02-08,11.5
North Dakota,,2021-02-09,11.5
North Dakota,,2021-02-10,11.67
North Dakota,,2021-02-11,11.93
North Dakota,,2021-02-12,12.36
North Dakota,,2021-02-13,12.69
North Dakota,,2021-02-14,13.04
North Dakota,,2021-02-16,13.4
North Dakota,,2021-02-17,13.44
North Dakota,,2021-02-18,13.67
North Dakota,,2021-02-19,16.01
North Dakota,,2021-02-20,16.36
North Dakota,,2021-02-21,16.65
North Dakota,,2021-02-22,16.88
North Dakota,,2021-02-23,16.88
North Dakota,,2021-02-24,17.14
North Dakota,,2021-02-25,17.46
North Dakota,,2021-02-26,18.14
North Dakota,,2021-02-27,19.16
North Dakota,,2021-02-28,19.85
North Dakota,,2021-03-01,20.21
North Dakota,,2021-03-02,20.23
North Dakota,,2021-03-03,20.38
North Dakota,,2021-03-04,20.75
North Dakota,,2021-03-05,21.44
North Dakota,,2021-03-06,22.31
North Dakota,,2021-03-07,23.14
North Dakota,,2021-03-08,22.66
North Dakota,,2021-03-09,22.83
Northern Mariana Islands,MNP,2021-01-12,1.92
Northern Mariana Islands,MNP,2021-01-13,2.01
Northern Mariana Islands,MNP,2021-01-14,6.07
Northern Mariana Islands,MNP,2021-01-15,6.61
Northern Mariana Islands,MNP,2021-01-19,7.83
Northern Mariana Islands,MNP,2021-01-20,8.03
Northern Mariana Islands,MNP,2021-01-21,8.1
Northern Mariana Islands,MNP,2021-01-22,8.26
Northern Mariana Islands,MNP,2021-01-23,8.82
Northern Mariana Islands,MNP,2021-01-24,9.44
Northern Mariana Islands,MNP,2021-01-25,9.62
Northern Mariana Islands,MNP,2021-01-26,9.98
Northern Mariana Islands,MNP,2021-01-27,10.49
Northern Mariana Islands,MNP,2021-01-28,10.88
Northern Mariana Islands,MNP,2021-01-29,11.4
Northern Mariana Islands,MNP,2021-01-30,11.73
Northern Mariana Islands,MNP,2021-01-31,12.12
Northern Mariana Islands,MNP,2021-02-01,12.13
Northern Mariana Islands,MNP,2021-02-02,12.42
Northern Mariana Islands,MNP,2021-02-03,12.78
Northern Mariana Islands,MNP,2021-02-04,13.29
Northern Mariana Islands,MNP,2021-02-05,13.42
Northern Mariana Islands,MNP,2021-02-06,13.66
Northern Mariana Islands,MNP,2021-02-07,13.8
Northern Mariana Islands,MNP,2021-02-08,13.82
Northern Mariana Islands,MNP,2021-02-09,14.1
Northern Mariana Islands,MNP,2021-02-10,14.37
Northern Mariana Islands,MNP,2021-02-11,14.67
Northern Mariana Islands,MNP,2021-02-12,14.94
Northern Mariana Islands,MNP,2021-02-13,15.11
Northern Mariana Islands,MNP,2021-02-14,15.13
Northern Mariana Islands,MNP,2021-02-16,15.73
Northern Mariana Islands,MNP,2021-02-17,15.9
Northern Mariana Islands,MNP,2021-02-18,16.15
Northern Mariana Islands,MNP,2021-02-19,16.37
Northern Mariana Islands,MNP,2021-02-20,16.37
Northern Mariana Islands,MNP,2021-02-21,16.83
Northern Mariana Islands,MNP,2021-02-22,16.83
Northern Mariana Islands,MNP,2021-02-23,17.05
Northern Mariana Islands,MNP,2021-02-24,17.57
Northern Mariana Islands,MNP,2021-02-25,17.81
Northern Mariana Islands,MNP,2021-02-26,18.27
Northern Mariana Islands,MNP,2021-02-27,18.56
Northern Mariana Islands,MNP,2021-02-28,18.83
Northern Mariana Islands,MNP,2021-03-01,19.22
Northern Mariana Islands,MNP,2021-03-02,19.48
Northern Mariana Islands,MNP,2021-03-03,19.8
Northern Mariana Islands,MNP,2021-03-04,20.09
Northern Mariana Islands,MNP,2021-03-05,20.4
Northern Mariana Islands,MNP,2021-03-06,20.99
Northern Mariana Islands,MNP,2021-03-07,20.99
Northern Mariana Islands,MNP,2021-03-08,20.99
Northern Mariana Islands,MNP,2021-03-09,21.21
Ohio,,2021-01-12,2.67
Ohio,,2021-01-13,2.82
Ohio,,2021-01-14,2.9
Ohio,,2021-01-15,3.1
Ohio,,2021-01-19,3.81
Ohio,,2021-01-20,3.9
Ohio,,2021-01-21,3.9
Ohio,,2021-01-22,4.28
Ohio,,2021-01-23,4.58
Ohio,,2021-01-24,4.92
Ohio,,2021-01-25,5.2
Ohio,,2021-01-26,5.37
Ohio,,2021-01-27,5.62
Ohio,,2021-01-28,5.85
Ohio,,2021-01-29,6.13
Ohio,,2021-01-30,6.5
Ohio,,2021-01-31,6.76
Ohio,,2021-02-01,7.05
Ohio,,2021-02-02,7.31
Ohio,,2021-02-03,7.56
Ohio,,2021-02-04,7.78
Ohio,,2021-02-05,8.01
Ohio,,2021-02-06,8.35
Ohio,,2021-02-07,8.61
Ohio,,2021-02-08,8.89
Ohio,,2021-02-09,9.06
Ohio,,2021-02-10,9.22
Ohio,,2021-02-11,9.48
Ohio,,2021-02-12,9.94
Ohio,,2021-02-13,10.27
Ohio,,2021-02-14,10.62
Ohio,,2021-02-16,11.2
Ohio,,2021-02-17,11.34
Ohio,,2021-02-18,11.49
Ohio,,2021-02-19,12.25
Ohio,,2021-02-20,12.49
Ohio,,2021-02-21,12.72
Ohio,,2021-02-22,12.86
Ohio,,2021-02-23,12.96
Ohio,,2021-02-24,13.18
Ohio,,2021-02-25,13.41
Ohio,,2021-02-26,13.67
Ohio,,2021-02-27,14.06
Ohio,,2021-02-28,14.47
Ohio,,2021-03-01,14.79
Ohio,,2021-03-02,15.08
Ohio,,2021-03-03,15.41
Ohio,,2021-03-04,15.71
Ohio,,2021-03-05,16.1
Ohio,,2021-03-06,16.7
Ohio,,2021-03-07,17.2
Ohio,,2021-03-08,17.47
Ohio,,2021-03-09,17.71
Oklahoma,,2021-01-12,2.76
Oklahoma,,2021-01-13,3
Oklahoma,,2021-01-14,4.04
Oklahoma,,2021-01-15,4.38
Oklahoma,,2021-01-19,5.3
Oklahoma,,2021-01-20,5.5
Oklahoma,,2021-01-21,5.84
Oklahoma,,2021-01-22,6.27
Oklahoma,,2021-01-23,6.65
Oklahoma,,2021-01-24,7.06
Oklahoma,,2021-01-25,7.14
Oklahoma,,2021-01-26,7.2
Oklahoma,,2021-01-27,7.49
Oklahoma,,2021-01-28,7.8
Oklahoma,,2021-01-29,8.18
Oklahoma,,2021-01-30,8.58
Oklahoma,,2021-01-31,9.02
Oklahoma,,2021-02-01,9.11
Oklahoma,,2021-02-02,9.16
Oklahoma,,2021-02-03,9.4
Oklahoma,,2021-02-04,9.65
Oklahoma,,2021-02-05,9.94
Oklahoma,,2021-02-06,10.27
Oklahoma,,2021-02-07,10.73
Oklahoma,,2021-02-08,10.9
Oklahoma,,2021-02-09,10.93
Oklahoma,,2021-02-10,11.14
Oklahoma,,2021-02-11,11.43
Oklahoma,,2021-02-12,11.58
Oklahoma,,2021-02-13,11.83
Oklahoma,,2021-02-14,12.06
Oklahoma,,2021-02-16,12.24
Oklahoma,,2021-02-17,12.27
Oklahoma,,2021-02-18,12.31
Oklahoma,,2021-02-19,14.3
Oklahoma,,2021-02-20,14.48
Oklahoma,,2021-02-21,14.77
Oklahoma,,2021-02-22,15.02
Oklahoma,,2021-02-23,15.17
Oklahoma,,2021-02-24,15.61
Oklahoma,,2021-02-25,16.04
Oklahoma,,2021-02-26,16.47
Oklahoma,,2021-02-27,16.95
Oklahoma,,2021-02-28,17.52
Oklahoma,,2021-03-01,17.93
Oklahoma,,2021-03-02,18.04
Oklahoma,,2021-03-03,18.37
Oklahoma,,2021-03-04,18.84
Oklahoma,,2021-03-05,19.39
Oklahoma,,2021-03-06,19.92
Oklahoma,,2021-03-07,20.46
Oklahoma,,2021-03-08,20.68
Oklahoma,,2021-03-09,20.79
Oregon,,2021-01-12,2.36
Oregon,,2021-01-13,2.56
Oregon,,2021-01-14,2.84
Oregon,,2021-01-15,3.16
Oregon,,2021-01-19,4.57
Oregon,,2021-01-20,4.57
Oregon,,2021-01-21,4.57
Oregon,,2021-01-22,5.18
Oregon,,2021-01-23,5.49
Oregon,,2021-01-24,5.8
Oregon,,2021-01-25,6.1
Oregon,,2021-01-26,6.24
Oregon,,2021-01-27,6.55
Oregon,,2021-01-28,6.77
Oregon,,2021-01-29,7.1
Oregon,,2021-01-30,7.47
Oregon,,2021-01-31,7.86
Oregon,,2021-02-01,8.13
Oregon,,2021-02-02,8.37
Oregon,,2021-02-03,8.56
Oregon,,2021-02-04,8.77
Oregon,,2021-02-05,8.96
Oregon,,2021-02-06,9.24
Oregon,,2021-02-07,9.48
Oregon,,2021-02-08,9.78
Oregon,,2021-02-09,10.08
Oregon,,2021-02-10,10.3
Oregon,,2021-02-11,10.3
Oregon,,2021-02-12,10.3
Oregon,,2021-02-13,11.07
Oregon,,2021-02-14,11.28
Oregon,,2021-02-16,11.45
Oregon,,2021-02-17,11.55
Oregon,,2021-02-18,11.76
Oregon,,2021-02-19,12.56
Oregon,,2021-02-20,12.84
Oregon,,2021-02-21,13.09
Oregon,,2021-02-22,13.29
Oregon,,2021-02-23,13.48
Oregon,,2021-02-24,13.5
Oregon,,2021-02-25,13.76
Oregon,,2021-02-26,14.17
Oregon,,2021-02-27,14.65
Oregon,,2021-02-28,15.03
Oregon,,2021-03-01,15.47
Oregon,,2021-03-02,15.67
Oregon,,2021-03-03,15.83
Oregon,,2021-03-04,16.11
Oregon,,2021-03-05,16.41
Oregon,,2021-03-06,17.07
Oregon,,2021-03-07,17.64
Oregon,,2021-03-08,18.02
Oregon,,2021-03-09,18.35
Pennsylvania,,2021-01-12,2.08
Pennsylvania,,2021-01-13,2.23
Pennsylvania,,2021-01-14,2.76
Pennsylvania,,2021-01-15,2.97
Pennsylvania,,2021-01-19,3.63
Pennsylvania,,2021-01-20,3.77
Pennsylvania,,2021-01-21,3.97
Pennsylvania,,2021-01-22,4.21
Pennsylvania,,2021-01-23,4.47
Pennsylvania,,2021-01-24,4.78
Pennsylvania,,2021-01-25,5
Pennsylvania,,2021-01-26,5.14
Pennsylvania,,2021-01-27,5.42
Pennsylvania,,2021-01-28,5.43
Pennsylvania,,2021-01-29,6.07
Pennsylvania,,2021-01-30,6.4
Pennsylvania,,2021-01-31,6.73
Pennsylvania,,2021-02-01,7.03
Pennsylvania,,2021-02-02,7.16
Pennsylvania,,2021-02-03,7.17
