Entity,Code,Date,people_fully_vaccinated
Texas,,2021-02-08,806885
Texas,,2021-02-09,843836
Texas,,2021-02-10,893767
Texas,,2021-02-11,960517
Texas,,2021-02-12,1036384
Texas,,2021-02-13,1103754
Texas,,2021-02-14,1159996
Texas,,2021-02-16,1215236
Texas,,2021-02-17,1249085
Texas,,2021-02-18,1259237
Texas,,2021-02-19,1331268
Texas,,2021-02-20,1367318
Texas,,2021-02-21,1400924
Texas,,2021-02-22,1426511
Texas,,2021-02-23,1484480
Texas,,2021-02-24,1554957
Texas,,2021-02-25,1667843
Texas,,2021-02-26,1754655
Texas,,2021-02-27,1806218
Texas,,2021-02-28,1884890
Texas,,2021-03-01,1885470
Texas,,2021-03-02,2066013
Texas,,2021-03-03,2182085
Texas,,2021-03-04,2260140
Texas,,2021-03-05,2324593
Texas,,2021-03-06,2409211
Texas,,2021-03-07,2446292
Texas,,2021-03-08,2392254
Texas,,2021-03-09,2460920
United States,USA,2021-01-12,782228
United States,USA,2021-01-13,1020260
United States,USA,2021-01-15,1610524
United States,USA,2021-01-19,2023124
United States,USA,2021-01-20,2161419
United States,USA,2021-01-21,2394961
United States,USA,2021-01-22,2756953
United States,USA,2021-01-23,3027865
United States,USA,2021-01-24,3216836
United States,USA,2021-01-25,3346390
United States,USA,2021-01-26,3481921
United States,USA,2021-01-27,3801053
United States,USA,2021-01-28,4263056
United States,USA,2021-01-29,4780888
United States,USA,2021-01-30,5259693
United States,USA,2021-01-31,5657142
United States,USA,2021-02-01,5927847
United States,USA,2021-02-02,6064792
United States,USA,2021-02-03,6436931
United States,USA,2021-02-04,6926050
United States,USA,2021-02-05,7503864
United States,USA,2021-02-06,8317180
United States,USA,2021-02-07,9147185
United States,USA,2021-02-08,9518015
United States,USA,2021-02-09,9840429
United States,USA,2021-02-10,10469514
United States,USA,2021-02-11,11188782
United States,USA,2021-02-12,12085830
United States,USA,2021-02-13,13082172
United States,USA,2021-02-14,14077440
United States,USA,2021-02-16,15015434
United States,USA,2021-02-17,15471536
United States,USA,2021-02-18,16162358
United States,USA,2021-02-19,17039118
United States,USA,2021-02-20,17895667
United States,USA,2021-02-21,18865319
United States,USA,2021-02-22,19438495
United States,USA,2021-02-23,19882544
United States,USA,2021-02-24,20607261
United States,USA,2021-02-25,21555117
United States,USA,2021-02-26,22613359
United States,USA,2021-02-27,23698627
United States,USA,2021-02-28,24779920
United States,USA,2021-03-01,25466405
United States,USA,2021-03-02,26162122
United States,USA,2021-03-03,26957804
United States,USA,2021-03-04,27795980
United States,USA,2021-03-05,28701201
United States,USA,2021-03-06,29776160
United States,USA,2021-03-07,30686881
United States,USA,2021-03-08,31493040
United States,USA,2021-03-09,32102061
Utah,,2021-01-12,4608
Utah,,2021-01-13,6021
Utah,,2021-01-15,10534
Utah,,2021-01-19,15367
Utah,,2021-01-20,16272
Utah,,2021-01-21,17275
Utah,,2021-01-22,20697
Utah,,2021-01-23,20697
Utah,,2021-01-24,20697
Utah,,2021-01-25,25693
Utah,,2021-01-26,25817
Utah,,2021-01-27,30065
Utah,,2021-01-28,30065
Utah,,2021-01-29,40909
Utah,,2021-01-30,45874
Utah,,2021-01-31,45874
Utah,,2021-02-01,62607
Utah,,2021-02-02,63286
Utah,,2021-02-03,63286
Utah,,2021-02-04,74992
Utah,,2021-02-05,80826
Utah,,2021-02-06,88190
Utah,,2021-02-07,88190
Utah,,2021-02-08,104274
Utah,,2021-02-09,105704
Utah,,2021-02-10,105704
Utah,,2021-02-11,105704
Utah,,2021-02-12,105704
Utah,,2021-02-13,105704
Utah,,2021-02-14,105704
Utah,,2021-02-16,118086
Utah,,2021-02-17,118086
Utah,,2021-02-18,126080
Utah,,2021-02-19,136006
Utah,,2021-02-20,146105
Utah,,2021-02-21,146286
Utah,,2021-02-22,146408
Utah,,2021-02-23,146506
Utah,,2021-02-24,154920
Utah,,2021-02-25,168462
Utah,,2021-02-26,168763
Utah,,2021-02-27,177135
Utah,,2021-02-28,177561
Utah,,2021-03-01,177561
Utah,,2021-03-02,190682
Utah,,2021-03-03,196395
Utah,,2021-03-04,196689
Utah,,2021-03-05,206238
Utah,,2021-03-06,211460
Utah,,2021-03-07,211948
Utah,,2021-03-08,216903
Utah,,2021-03-09,236663
Vermont,,2021-01-15,4100
Vermont,,2021-01-19,6114
Vermont,,2021-01-20,6167
Vermont,,2021-01-21,6545
Vermont,,2021-01-22,7954
Vermont,,2021-01-23,8877
Vermont,,2021-01-24,9853
Vermont,,2021-01-25,10195
Vermont,,2021-01-26,10349
Vermont,,2021-01-27,10806
Vermont,,2021-01-28,12418
Vermont,,2021-01-29,14168
Vermont,,2021-01-30,15213
Vermont,,2021-01-31,16491
Vermont,,2021-02-01,18338
Vermont,,2021-02-02,18903
Vermont,,2021-02-03,19237
Vermont,,2021-02-04,20843
Vermont,,2021-02-05,22483
Vermont,,2021-02-06,24212
Vermont,,2021-02-07,26162
Vermont,,2021-02-08,27144
Vermont,,2021-02-09,28010
Vermont,,2021-02-10,28122
Vermont,,2021-02-11,29713
Vermont,,2021-02-12,31208
Vermont,,2021-02-13,32186
Vermont,,2021-02-14,33495
Vermont,,2021-02-16,36773
Vermont,,2021-02-17,36957
Vermont,,2021-02-18,38381
Vermont,,2021-02-19,40829
Vermont,,2021-02-20,43084
Vermont,,2021-02-21,45017
Vermont,,2021-02-22,46743
Vermont,,2021-02-23,47661
Vermont,,2021-02-24,47757
Vermont,,2021-02-25,49103
Vermont,,2021-02-26,50280
Vermont,,2021-02-27,52718
Vermont,,2021-02-28,55224
Vermont,,2021-03-01,58041
Vermont,,2021-03-02,59544
Vermont,,2021-03-03,60078
Vermont,,2021-03-04,61060
Vermont,,2021-03-05,61881
Vermont,,2021-03-06,63211
Vermont,,2021-03-07,65766
Vermont,,2021-03-08,67485
Vermont,,2021-03-09,69148
Veterans Health,,2021-01-12,19301
Veterans Health,,2021-01-13,26487
Veterans Health,,2021-01-15,36983
Veterans Health,,2021-01-19,43469
Veterans Health,,2021-01-20,44329
Veterans Health,,2021-01-21,62996
Veterans Health,,2021-01-22,81966
Veterans Health,,2021-01-23,93168
Veterans Health,,2021-01-24,99328
Veterans Health,,2021-01-25,101396
Veterans Health,,2021-01-26,101749
Veterans Health,,2021-01-27,119254
Veterans Health,,2021-01-28,136319
Veterans Health,,2021-01-29,151793
Veterans Health,,2021-01-30,166191
Veterans Health,,2021-01-31,176655
Veterans Health,,2021-02-01,181258
Veterans Health,,2021-02-02,182677
Veterans Health,,2021-02-03,199554
Veterans Health,,2021-02-04,208498
Veterans Health,,2021-02-05,229255
Veterans Health,,2021-02-06,253303
Veterans Health,,2021-02-07,291482
Veterans Health,,2021-02-08,305197
Veterans Health,,2021-02-09,308881
Veterans Health,,2021-02-10,332704
Veterans Health,,2021-02-11,355921
Veterans Health,,2021-02-12,381365
Veterans Health,,2021-02-13,409548
Veterans Health,,2021-02-14,453043
Veterans Health,,2021-02-16,479556
Veterans Health,,2021-02-17,488912
Veterans Health,,2021-02-18,521010
Veterans Health,,2021-02-19,545078
Veterans Health,,2021-02-20,571860
Veterans Health,,2021-02-21,599755
Veterans Health,,2021-02-22,627679
Veterans Health,,2021-02-23,656399
Veterans Health,,2021-02-24,676163
Veterans Health,,2021-02-25,698669
Veterans Health,,2021-02-26,719102
Veterans Health,,2021-02-27,775917
Veterans Health,,2021-02-28,805178
Veterans Health,,2021-03-01,822571
Veterans Health,,2021-03-02,830514
Veterans Health,,2021-03-03,853672
Veterans Health,,2021-03-04,879401
Veterans Health,,2021-03-05,905414
Veterans Health,,2021-03-06,930285
Veterans Health,,2021-03-07,954657
Veterans Health,,2021-03-08,981964
Veterans Health,,2021-03-09,988084
Virgin Islands,,2021-01-15,157
Virgin Islands,,2021-01-19,165
Virgin Islands,,2021-01-20,240
Virgin Islands,,2021-01-21,294
Virgin Islands,,2021-01-22,367
Virgin Islands,,2021-01-23,409
Virgin Islands,,2021-01-24,409
Virgin Islands,,2021-01-25,415
Virgin Islands,,2021-01-26,496
Virgin Islands,,2021-01-27,636
Virgin Islands,,2021-01-28,719
Virgin Islands,,2021-01-29,889
Virgin Islands,,2021-01-30,1069
Virgin Islands,,2021-01-31,1088
Virgin Islands,,2021-02-01,1090
Virgin Islands,,2021-02-02,1262
Virgin Islands,,2021-02-03,1481
Virgin Islands,,2021-02-04,1975
Virgin Islands,,2021-02-05,2211
Virgin Islands,,2021-02-06,2505
Virgin Islands,,2021-02-07,2505
Virgin Islands,,2021-02-08,2515
Virgin Islands,,2021-02-09,2751
Virgin Islands,,2021-02-10,2956
Virgin Islands,,2021-02-11,3129
Virgin Islands,,2021-02-12,3287
Virgin Islands,,2021-02-13,3533
Virgin Islands,,2021-02-14,3558
Virgin Islands,,2021-02-16,3612
Virgin Islands,,2021-02-17,3860
Virgin Islands,,2021-02-18,4175
Virgin Islands,,2021-02-19,4452
Virgin Islands,,2021-02-20,4785
Virgin Islands,,2021-02-21,4879
Virgin Islands,,2021-02-22,4940
Virgin Islands,,2021-02-23,5224
Virgin Islands,,2021-02-24,5506
Virgin Islands,,2021-02-25,5664
Virgin Islands,,2021-02-26,6066
Virgin Islands,,2021-02-27,6373
Virgin Islands,,2021-02-28,6434
Virgin Islands,,2021-03-01,6531
Virgin Islands,,2021-03-02,6651
Virgin Islands,,2021-03-03,6849
Virgin Islands,,2021-03-04,7187
Virgin Islands,,2021-03-05,7458
Virgin Islands,,2021-03-06,7616
Virgin Islands,,2021-03-07,7622
Virgin Islands,,2021-03-08,7544
Virgin Islands,,2021-03-09,7665
Virginia,,2021-01-15,28164
Virginia,,2021-01-19,35239
Virginia,,2021-01-20,37679
Virginia,,2021-01-21,40340
Virginia,,2021-01-22,46004
Virginia,,2021-01-23,49007
Virginia,,2021-01-24,51170
Virginia,,2021-01-25,59852
Virginia,,2021-01-26,72628
Virginia,,2021-01-27,79443
Virginia,,2021-01-28,89645
Virginia,,2021-01-29,99790
Virginia,,2021-01-30,110877
Virginia,,2021-01-31,118612
Virginia,,2021-02-01,125933
Virginia,,2021-02-02,132292
Virginia,,2021-02-03,138321
Virginia,,2021-02-04,146937
Virginia,,2021-02-05,159239
Virginia,,2021-02-06,180751
Virginia,,2021-02-07,198115
Virginia,,2021-02-08,209104
Virginia,,2021-02-09,219823
Virginia,,2021-02-10,231608
Virginia,,2021-02-11,247784
Virginia,,2021-02-12,273106
Virginia,,2021-02-13,306484
Virginia,,2021-02-14,320109
Virginia,,2021-02-16,354097
Virginia,,2021-02-17,368764
Virginia,,2021-02-18,396059
Virginia,,2021-02-19,459751
Virginia,,2021-02-20,477252
Virginia,,2021-02-21,501118
Virginia,,2021-02-22,520814
Virginia,,2021-02-23,537009
Virginia,,2021-02-24,558330
Virginia,,2021-02-25,586723
Virginia,,2021-02-26,632836
Virginia,,2021-02-27,664132
Virginia,,2021-02-28,717061
Virginia,,2021-03-01,737028
Virginia,,2021-03-02,748805
Virginia,,2021-03-03,769180
Virginia,,2021-03-04,794630
Virginia,,2021-03-05,818962
Virginia,,2021-03-06,839517
Virginia,,2021-03-07,858640
Virginia,,2021-03-08,889474
Virginia,,2021-03-09,917398
Washington,,2021-01-12,17689
Washington,,2021-01-13,22625
Washington,,2021-01-15,31581
Washington,,2021-01-19,45237
Washington,,2021-01-20,49731
Washington,,2021-01-21,55902
Washington,,2021-01-22,62152
Washington,,2021-01-23,67127
Washington,,2021-01-24,68486
Washington,,2021-01-25,73738
Washington,,2021-01-26,76144
Washington,,2021-01-27,81786
Washington,,2021-01-28,91733
Washington,,2021-01-29,99955
Washington,,2021-01-30,108221
Washington,,2021-01-31,117398
Washington,,2021-02-01,126672
Washington,,2021-02-02,130908
Washington,,2021-02-03,137930
Washington,,2021-02-04,147498
Washington,,2021-02-05,157317
Washington,,2021-02-06,170990
Washington,,2021-02-07,183657
Washington,,2021-02-08,193678
Washington,,2021-02-09,198379
Washington,,2021-02-10,215824
Washington,,2021-02-11,229588
Washington,,2021-02-12,247481
Washington,,2021-02-13,263257
Washington,,2021-02-14,281718
Washington,,2021-02-16,296840
Washington,,2021-02-17,312815
Washington,,2021-02-18,327192
Washington,,2021-02-19,364470
Washington,,2021-02-20,389841
Washington,,2021-02-21,411387
Washington,,2021-02-22,434996
Washington,,2021-02-23,443371
Washington,,2021-02-24,455469
Washington,,2021-02-25,484767
Washington,,2021-02-26,513570
Washington,,2021-02-27,546859
Washington,,2021-02-28,580143
Washington,,2021-03-01,618834
Washington,,2021-03-02,639927
Washington,,2021-03-03,662168
Washington,,2021-03-04,683690
Washington,,2021-03-05,708708
Washington,,2021-03-06,733727
Washington,,2021-03-07,760004
Washington,,2021-03-08,788319
Washington,,2021-03-09,804325
West Virginia,,2021-01-15,21162
West Virginia,,2021-01-19,23723
West Virginia,,2021-01-20,25681
West Virginia,,2021-01-21,31587
West Virginia,,2021-01-22,35390
West Virginia,,2021-01-23,37979
West Virginia,,2021-01-24,39071
West Virginia,,2021-01-25,39453
West Virginia,,2021-01-26,42821
West Virginia,,2021-01-27,45244
West Virginia,,2021-01-28,50843
West Virginia,,2021-01-29,58113
West Virginia,,2021-01-30,65165
West Virginia,,2021-01-31,67183
West Virginia,,2021-02-01,67363
West Virginia,,2021-02-02,69893
West Virginia,,2021-02-03,72456
West Virginia,,2021-02-04,78405
West Virginia,,2021-02-05,87679
West Virginia,,2021-02-06,100159
West Virginia,,2021-02-07,104023
West Virginia,,2021-02-08,104711
West Virginia,,2021-02-09,107679
West Virginia,,2021-02-10,110332
West Virginia,,2021-02-11,114445
West Virginia,,2021-02-12,120819
West Virginia,,2021-02-13,133868
West Virginia,,2021-02-14,138882
West Virginia,,2021-02-16,142817
West Virginia,,2021-02-17,144370
West Virginia,,2021-02-18,148742
West Virginia,,2021-02-19,161329
West Virginia,,2021-02-20,169795
West Virginia,,2021-02-21,173068
West Virginia,,2021-02-22,174287
West Virginia,,2021-02-23,176709
West Virginia,,2021-02-24,178975
West Virginia,,2021-02-25,185374
West Virginia,,2021-02-26,193594
West Virginia,,2021-02-27,205801
West Virginia,,2021-02-28,209759
West Virginia,,2021-03-01,210642
West Virginia,,2021-03-02,211589
West Virginia,,2021-03-03,213929
West Virginia,,2021-03-04,217666
West Virginia,,2021-03-05,224165
West Virginia,,2021-03-06,230801
West Virginia,,2021-03-07,233139
West Virginia,,2021-03-08,230156
West Virginia,,2021-03-09,231295
Wisconsin,,2021-01-12,11343
Wisconsin,,2021-01-13,11343
Wisconsin,,2021-01-15,17108
Wisconsin,,2021-01-19,23641
Wisconsin,,2021-01-20,27312
Wisconsin,,2021-01-21,32268
Wisconsin,,2021-01-22,37901
Wisconsin,,2021-01-23,42229
Wisconsin,,2021-01-24,45641
Wisconsin,,2021-01-25,47409
Wisconsin,,2021-01-26,48017
Wisconsin,,2021-01-27,52332
Wisconsin,,2021-01-28,57508
Wisconsin,,2021-01-29,65354
Wisconsin,,2021-01-30,71976
Wisconsin,,2021-01-31,78902
Wisconsin,,2021-02-01,81097
Wisconsin,,2021-02-02,81523
Wisconsin,,2021-02-03,84830
Wisconsin,,2021-02-04,84998
Wisconsin,,2021-02-05,96850
Wisconsin,,2021-02-06,110306
Wisconsin,,2021-02-07,153227
Wisconsin,,2021-02-08,159160
Wisconsin,,2021-02-09,160627
Wisconsin,,2021-02-10,168029
Wisconsin,,2021-02-11,176673
Wisconsin,,2021-02-12,190059
Wisconsin,,2021-02-13,216092
Wisconsin,,2021-02-14,234709
Wisconsin,,2021-02-16,243483
Wisconsin,,2021-02-17,252667
Wisconsin,,2021-02-18,266163
Wisconsin,,2021-02-19,306537
Wisconsin,,2021-02-20,334625
Wisconsin,,2021-02-21,359360
Wisconsin,,2021-02-22,371843
Wisconsin,,2021-02-23,376139
Wisconsin,,2021-02-24,390586
Wisconsin,,2021-02-25,410457
Wisconsin,,2021-02-26,437472
Wisconsin,,2021-02-27,470564
Wisconsin,,2021-02-28,498381
Wisconsin,,2021-03-01,515405
Wisconsin,,2021-03-02,522547
Wisconsin,,2021-03-03,536537
Wisconsin,,2021-03-04,556340
Wisconsin,,2021-03-05,581022
Wisconsin,,2021-03-06,606114
Wisconsin,,2021-03-07,625268
Wisconsin,,2021-03-08,639644
Wisconsin,,2021-03-09,642274
Wyoming,,2021-01-12,2116
Wyoming,,2021-01-13,2559
Wyoming,,2021-01-15,2803
Wyoming,,2021-01-19,3242
Wyoming,,2021-01-20,3441
Wyoming,,2021-01-21,3441
Wyoming,,2021-01-22,4515
Wyoming,,2021-01-23,4773
Wyoming,,2021-01-24,4895
Wyoming,,2021-01-25,4900
Wyoming,,2021-01-26,4900
Wyoming,,2021-01-27,5419
Wyoming,,2021-01-28,5419
Wyoming,,2021-01-29,7674
Wyoming,,2021-01-30,7674
Wyoming,,2021-01-31,9321
Wyoming,,2021-02-01,9651
Wyoming,,2021-02-02,9848
Wyoming,,2021-02-03,10495
Wyoming,,2021-02-04,10495
Wyoming,,2021-02-05,12852
Wyoming,,2021-02-06,14835
Wyoming,,2021-02-07,14835
Wyoming,,2021-02-08,16729
Wyoming,,2021-02-09,16729
Wyoming,,2021-02-10,18180
Wyoming,,2021-02-11,18180
Wyoming,,2021-02-12,23032
Wyoming,,2021-02-13,23032
Wyoming,,2021-02-14,27132
Wyoming,,2021-02-16,27531
Wyoming,,2021-02-17,27531
Wyoming,,2021-02-18,30110
Wyoming,,2021-02-19,36651
Wyoming,,2021-02-20,39323
Wyoming,,2021-02-21,39474
Wyoming,,2021-02-22,43289
Wyoming,,2021-02-23,43596
Wyoming,,2021-02-24,43734
Wyoming,,2021-02-25,46807
Wyoming,,2021-02-26,49043
Wyoming,,2021-02-27,52608
Wyoming,,2021-02-28,54962
Wyoming,,2021-03-01,55305
Wyoming,,2021-03-02,55332
Wyoming,,2021-03-03,57895
Wyoming,,2021-03-04,58073
Wyoming,,2021-03-05,60052
Wyoming,,2021-03-06,65167
Wyoming,,2021-03-07,65420
Wyoming,,2021-03-08,68219
Wyoming,,2021-03-09,68289
